"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"85","Auburn Community Hospital","HOSP","Hospital","01/01/1901","17 Lansing Street",,"Auburn","New York","13021","3152557209",,,"5","Cayuga","3","Central New York Regional Office",,,"0501000H","Auburn Community Hospital","Lansing Street",,"Auburn","New York","13021",,,,,"New York",,"Not for Profit Corporation","42.940811","-76.564758","(42.940811, -76.564758)"
"13189","Signature Care Llc","LHCSA","Licensed Home Care Services Agency","01/31/2013","7603 New Utrecht Avenue","1st Floor","Brooklyn","New York","11214","7184352444","7182842316",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1924L001","Signature Care Llc","7603 New Utrecht Avenue","1st Floor","Brooklyn","New York","11214",,,,,"New York",,"LLC","40.614653","-74.000001","(40.614653, -74.000001)"
"14772","The Village at Penfield","AH","Adult Home","11/01/1989","2006 Five Mile Line Road",,"Penfield","New York","14526","5853810282","5853810788","www.atriaretirementliving.com#http://www.atriaretirementliving.com#","27","Monroe","1","Western Regional Office - Buffalo",,,"370-F-258","WRP Operating Five Mile LLC","550 Latona Road","Building A","Rochester","New York","14626",,,,,"New York",,"LLC","43.138133","-77.474005","(43.138133, -77.474005)"
"19","St. Margaret's Center","NH","Residential Health Care Facility - SNF","01/01/1901","27 Hackett Boulevard",,"Albany","New York","12208","5185913300","5185913320","https://www.cfdsny.org/st-margarets-center","1","Albany","4","Capital District Regional Office",,,"0101307N","Center for Disability Services Holding Corporation","314 South Manning Boulevard",,"Albany","New York","12208",,,,,"New York",,"Not for Profit Corporation","42.645485","-73.77829","(42.645485, -73.77829)"
"13163","Amber Court At Home Lhcsa","LHCSA","Licensed Home Care Services Agency","09/11/2013","650 East 104th Street",,"Brooklyn","New York","11236","7186490700","7186494441",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1875L001","Aljud Licensed Home Care Services, Llc","650 East 104th Street",,"Brooklyn","New York","11236",,,,,"New York",,"LLC","40.648965","-73.897988","(40.648965, -73.897988)"
"639","Onondaga County Department of Health","DTC","Diagnostic and Treatment Center","09/27/1979","421 Montgomery Street",,"Syracuse","New York","13202","3154353155",,,"33","Onondaga","3","Central New York Regional Office",,,"3301203R","Onondaga County","County Civic Center",,"Syracuse","New York","13202",,,,,"New York",,"County","43.045815","-76.148727","(43.045815, -76.148727)"
"15657","BHC-Bronx Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","06/24/2024","51 East 125th Street",,"New York","New York","10035","5162411312",,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Bronx Health Center","10114","7003274R","E & A Medical Solutions, LLC","68-60 Austin Street",,"Forest Hills","New York","11375",,,,,"New York",,"LLC","40.8058","-73.94038","(40.8058, -73.94038)"
"13702","Care365 Homecare","LHCSA","Licensed Home Care Services Agency","03/31/2020","175 Main Street, Suite 107 and Mezz. #2",,"White Plains","New York","10601","9147385600","9147380658",,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle",,,"2730L002","Supportive Home Care, Llc","2733 East 12th Street, 2nd Floor",,"Brooklyn","New York","11235",,,,,"New York",,"LLC","41.03257","-73.76833","(41.03257, -73.76833)"
"10284","Jordan Health at Volunteers of America","DTC-EC","Diagnostic and Treatment Center Extension Clinic","05/30/2019","214A Lake Avenue",,"Rochester","New York","14608",,,,"27","Monroe","2","Western Regional Office - Rochester","Anthony L Jordan Health Center","420","2701211R","Anthony L Jordan Health Center","Box 876-82 Holland Street",,"Rochester","New York","14603",,,,,"New York",,"Not for Profit Corporation","43.168463","-77.625302","(43.168463, -77.625302)"
"6624","Kips Bay Endoscopy Center, LLC","DTC","Diagnostic and Treatment Center","02/09/2004","535 Second Avenue",,"New York","New York","10016","2128895477",,,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"7002177R","Kips Bay Endoscopy Center, LLC","535 Second Avenue",,"New York","New York","10016",,,,,"New York",,"LLC","40.742046","-73.977951","(40.742046, -73.977951)"
"13771","Kris Agency And Home Care, Inc.","LHCSA","Licensed Home Care Services Agency","06/22/1992","169-14 Hillside Ave",,"Jamaica","New York","11432","7182629009","7182628213","krisagency.com","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"9220L001","Kris Agency and Home Care, Inc.","169-14 Hillside Ave",,"Jamaica","New York","11432",,,,,"New York",,"Business Corporation","40.710669","-73.792482","(40.710669, -73.792482)"
"12745","Milestones In Home Care Inc.","LHCSA","Licensed Home Care Services Agency","11/20/2003","24 Roberts Street",,"Farmingdale","New York","11735-5042","6316894241","5162930051",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"1077L001","Milestones In Home Care Inc.","24 Roberts Street",,"Farmingdale","New York","11735-5042",,,,,"New York",,"Business Corporation","40.721069","-73.452677","(40.721069, -73.452677)"
"14986","Promenade at Blue Hill","AH","Adult Home","10/04/2001","582 Veterans Memorial Drive",,"Pearl River","New York","10965","8457356846","8457356855","www.assisted.com#http://www.assisted.com#","43","Rockland","5","Metropolitan Area Regional Office - New York City",,,"620-F-085","Promenade Blue Hill LLC","582 Veterans Memorial Drive",,"Pearl River","New York","10965-3209",,,,,"New York",,"LLC","41.051853","-74.006449","(41.051853, -74.006449)"
"15717","At Home Solutions LLC","LHCSA","Licensed Home Care Services Agency","12/31/2024","2801 Wehrle Dr.","Suite 08","Williamsville","New York","14221","7162650212",,,"14","Erie","1","Western Regional Office - Buffalo",,,"1279L004","At Home Solutions, LLC","97-77 Queens Boulevard","Suite 602","Rego Park","New York","11374",,,,,"New York",,"LLC","42.95556","-78.67934","(42.95556, -78.67934)"
"14649","Southern Tier Meadows","AH","Adult Home","06/10/1985","4883 West Main Road",,"Fredonia","New York","14063","7166794883","7166794881",,"6","Chautauqua","1","Western Regional Office - Buffalo",,,"060-E-038","Southern Tier Environments for Living, Inc.","4883 West Main Road",,"Fredonia","New York","14063-9509",,,,,"New York",,"Not for Profit Corporation","42.418389","-79.37859","(42.418389, -79.37859)"
"332","Planned Parenthood Johnstown Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","02/01/1980","400 North Perry Street",,"Johnstown","New York","12095","5187361911","5187361935",,"17","Fulton","4","Capital District Regional Office","Planned Parenthood Joan Malin Brooklyn Health Center","1332","7002273R","Planned Parenthood of Greater New York, Inc.","26 Bleeker Street",,"New York","New York","10012",,,,,"New York",,"Not for Profit Corporation","43.020668","-74.368668","(43.020668, -74.368668)"
"403","The Grand Rehabilitation and Nursing at Chittenango","NH","Residential Health Care Facility - SNF","02/01/1989","331 Russell Street",,"Chittenango","New York","13037","3156879169","3156879720",,"26","Madison","3","Central New York Regional Office",,,"2629303N","Chittenango Center, LLC","331 Russell Street",,"Chittenango","New York","13037",,,,,"New York",,"LLC","43.049301","-75.869614","(43.049301, -75.869614)"
"13393","Axzons Health System Corporation","LHCSA","Licensed Home Care Services Agency","02/05/2018","70 East Sunrise Highway","Suite 500","Valley Stream","New York","11581","3478299667",,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"2252L001","Axzons Health System Corporation","70 East Sunrise Highway","Suite 500","Valley Stream","New York","11581",,,,,"New York",,"Business Corporation","40.65877","-73.69707","(40.65877, -73.69707)"
"14968","The Terrace at The Eddy Memorial","EHP","Enriched Housing Program","04/18/2003","2256 Burdett Avenue",,"Troy","New York","12180","5182749890","5182745407","www.nehealth.com#http://www.nehealth.com#","41","Rensselaer","4","Capital District Regional Office",,,"600-S-001","The James A. Eddy Memorial Geriatric Center, Inc.","2256 Burdett Avenue",,"Troy","New York","12180-2400",,,,,"New York",,"Not for Profit Corporation","42.735108","-73.670593","(42.735108, -73.670593)"
"13316","Cl Healthcare, Inc.","LHCSA","Licensed Home Care Services Agency","04/24/2013","11-40 Seneca Avenue",,"Ridgewood","New York","11385","7185716300","7185716396","http://www.centerlight.org/","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"2112L015","Cl Healthcare, Inc.","136-65 37th Avenue",,"Flushing","New York","11354",,,,,"New York",,"Not for Profit Corporation","40.696543","-73.897988","(40.696543, -73.897988)"
"15279","PS 043","HOSP-SB","School Based Hospital Extension Clinic","02/01/2022","160 Beach 29th Street",,"Far Rockaway","New York","11691","7183308526",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","NYU Langone Hospitals","1463","7002053H","NYU Langone Hospitals","550 First Avenue",,"New York","New York","10016",,,,,"New York",,"Not for Profit Corporation","40.59372","-73.76152","(40.59372, -73.76152)"
"12809","Independent Nursing Care, L.L.C.","LHCSA","Licensed Home Care Services Agency","01/01/2004","1038 Davis Road","Po Box 489","West Falls","New York","14170-0489","7166558776","7166557877","www.independentnursingcare.com","14","Erie","1","Western Regional Office - Buffalo",,,"1202L001","Independent Nursing Care, L.L.C.","1038 Davis Road","Po Box 489","West Falls","New York","14170-0489",,,,,"New York",,"LLC","42.732528","-78.680386","(42.732528, -78.680386)"
"9040","Norwich Primary Care Center","HOSP-EC","Hospital Extension Clinic","05/29/2009","19 Eaton Avenue",,"Norwich","New York","13815","6073361361",,,"8","Chenango","3","Central New York Regional Office","A.O. Fox Memorial Hospital","739","3801000H","Aurelia Osborn Fox Memorial Hospital Society Inc","One Norton Avenue",,"Oneonta","New York","13820","Bassett Healthcare Network","1 Atwell Road",,"Cooperstown","New York","13326","Not for Profit Corporation","42.527901","-75.525398","(42.527901, -75.525398)"
"1740","Staten Island University Hosp-North","HOSP","Hospital","01/01/1901","475 Seaview Avenue",,"Staten Island","New York","10305","7182269515",,,"7097","Richmond","5","Metropolitan Area Regional Office - New York City",,,"7004003H","Staten Island University Hospital","256 Mason Avenue",,"Staten Island","New York","10305","Northwell Healthcare, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation",,,
"6191","Sun River Health Care","DTC-EC","Diagnostic and Treatment Center Extension Clinic","10/26/2000","110-20 Jamaica Ave",,"Queens","New York","11418","9732612135",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Sun River Health","1040","5901200R","Sun River Health Care, Inc.","1037 Main Street",,"Peekskill","New York","10566",,,,,"New York",,"Not for Profit Corporation","40.696445","-73.837669","(40.696445, -73.837669)"
"15794","ODA Wellness Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","07/18/2025","347 Flushing Avenue",,"Brooklyn","New York","11205","9177537525",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","ODA Primary Health Care Center","10322","7001254R","ODA Primary Health Care Network, Inc.","128 Rutledge St",,"Brooklyn","New York","11211",,,,,"New York",,"Not for Profit Corporation","40.69841","-73.96129","(40.69841, -73.96129)"
"120","Chemung County Health Dept","DTC","Diagnostic and Treatment Center","02/01/1979","103 Washington Street (PO Box 588)",,"Elmira","New York","14902","6077372872",,,"7","Chemung","2","Western Regional Office - Rochester",,,"0701200R","County of Chemung","255 Lake Street",,"Elmira","New York","14901",,,,,"New York",,"County","42.093357","-76.796593","(42.093357, -76.796593)"
"15116","The Country House in Westchester","AH","Adult Home","01/13/1976","2000 Baldwin Road",,"Yorktown Heights","New York","10598","9149623625","9149624130","www.meridiansenior.com/senior-living/ny/yorktown-heights/country-house/","59","Westchester","5","Metropolitan Area Regional Office - New York City",,,"800-F-138","Country House Operator LLC","6931 Arlington Road Suite 320",,"Bethesda","New York","20814",,,,,"New York",,"LLC","41.276744","-73.793329","(41.276744, -73.793329)"
"5941","Narco Freedom-561 Court Street","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/01/1996","553-561 Court Street",,"Brooklyn","New York","11231","7188021111",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Narco Freedom Inc","1207","7000227R","Narco Freedom Inc","2780 Third Avenue",,"Bronx","New York","10455",,,,,"New York",,"Not for Profit Corporation","40.673622","-74.000046","(40.673622, -74.000046)"
"9245","River Renal Services, Inc","DTC","Diagnostic and Treatment Center","08/15/2011","462 First Avenue","Hospital Building 5 North","New York","New York","10016","2128390700","2128390800",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"7002196R","River Renal Services, Inc","462 First Avenue","Hospital Bldg 5 North","New York","New York","10016",,,,,"New York",,"Business Corporation","40.739605","-73.976509","(40.739605, -73.976509)"
"9473","Queens Endoscopy ASC, LLC","DTC","Diagnostic and Treatment Center","04/23/2013","Utopia Center","176-60 Union Turnpike","Flushing","New York","11366","7184253300","7184253399",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"7003277R","Queens Endoscopy ASC, LLC","Utopia Center, 176-60 Union Turnpike",,"Flushing","New York","11366",,,,,"New York",,"LLC","40.773457","-73.792709","(40.773457, -73.792709)"
"3087","Fulton Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","07/19/1983","522 South Fourth Street-Suite 500",,"Fulton","New York","13069","3155984740",,,"37","Oswego","3","Central New York Regional Office","Oswego County Opportunities Inc","729","3702200R","Oswego County Opportunities Inc","223 Oneida Street",,"Fulton","New York","13069",,,,,"New York",,"Not for Profit Corporation","43.314148","-76.405258","(43.314148, -76.405258)"
"112","Heritage Village Rehab and Skilled Nursing, Inc.","NH","Residential Health Care Facility - SNF","02/01/1989","4570 Route 60",,"Gerry","New York","14740","7169854612",,,"6","Chautauqua","1","Western Regional Office - Buffalo",,,"0662301N","Heritage Village Rehab and Skilled Nursing, Inc.","4570 Route 60",,"Gerry","New York","14740",,,,,"New York",,"Not for Profit Corporation","42.196171","-79.251938","(42.196171, -79.251938)"
"12530","Addus Homecare","LHCSA","Licensed Home Care Services Agency","06/30/1987","3275 Veterans Highway",,"Ronkonkoma","New York","11779","6302963591","6315677923","www.southshorehomehealth.com","51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"0318L001","South Shore Home Health Service Inc.","3275 Veterans Highway",,"Ronkonkoma","New York","11779",,,,,"New York",,"Business Corporation","40.78842","-73.13256","(40.78842, -73.13256)"
"6550","Sisters Health Center Depew","HOSP-EC","Hospital Extension Clinic","06/30/2003","6199 Transit Road",,"Depew","New York","14043","7166840649",,,"14","Erie","1","Western Regional Office - Buffalo","Sisters of Charity Hospital","218","1401013H","Sisters of Charity Hospital of Buffalo New York Inc","2157 Main Street",,"Buffalo","New York","14214","Catholic Health System, Inc.","144 Genesee Street",,"Buffalo","New York","14203","Not for Profit Corporation","42.924297","-78.696846","(42.924297, -78.696846)"
"4824","Girling Health Care of New York","CHHA","Certified Home Health Agency","07/01/2006","2003 Coney Island Avenue",,"Brooklyn","New York","11223","7187487447","7187481287",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001643","HCS Certified Home Care NY, Inc.","2003 Coney Island Avenue",,"Brooklyn","New York","11223",,,,,"New York",,"Business Corporation","40.616329","-74.024315","(40.616329, -74.024315)"
"3164","Kirkhaven","NH","Residential Health Care Facility - SNF","02/20/1984","254 Alexander Street",,"Rochester","New York","14607","5854611991",,,"27","Monroe","2","Western Regional Office - Rochester",,,"2701355N","Kirkhaven Nursing & Rehab","254 Alexander Street",,"Rochester","New York","14607",,,,,"New York",,"LLC","43.15151","-77.59476","(43.15151, -77.59476)"
"14669","The Pavilion at Robinson Terrace","AH","Adult Home","10/06/2011","1 Buntline Dr",,"Stamford","New York","12167-1203","6076522960","6076522962",,"12","Delaware","4","Capital District Regional Office",,,"220-F-032","RTACF, LLC","1 Buntline Drive",,"Stamford","New York","12167-1203",,,,,"New York",,"LLC","42.40509","-74.62185","(42.40509, -74.62185)"
"12919","Venture Forthe Inc.","LHCSA","Licensed Home Care Services Agency","03/29/2018","560 West 3rd Street","Suite 5","Jamestown","New York","14701","7168708857","7164831613",,"6","Chautauqua","1","Western Regional Office - Buffalo",,,"1484L004","Venture Forthe Inc.","3900 Packard Road",,"Niagara Falls","New York","14303-2236",,,,,"New York",,"Business Corporation","42.095264","-79.250407","(42.095264, -79.250407)"
"360","FoltsBrook Center for Nursing and Rehabilitation","NH","Residential Health Care Facility - SNF","01/01/1901","104 North Washington Street",,"Herkimer","New York","13350","3158666964",,,"21","Herkimer","3","Central New York Regional Office",,,"2124300N","FoltsCare LLC","104 North Washington Street",,"Herkimer","New York","13350",,,,,"New York",,"LLC","43.026329","-74.984627","(43.026329, -74.984627)"
"4494","Crouse Community Center Inc","NH","Residential Health Care Facility - SNF","08/09/1991","101 South Street",,"Morrisville","New York","13408","3156849595",,,"26","Madison","3","Central New York Regional Office",,,"2623300N","Crouse Community Center Inc","101 South Street",,"Morrisville","New York","13408",,,,,"New York",,"Not for Profit Corporation","42.89389","-75.638451","(42.89389, -75.638451)"
"9751","Camden Family Care","HOSP-EC","Hospital Extension Clinic","11/06/2014","5 Masonic Avenue",,"Camden","New York","13316","3152453192","3152453195",,"32","Oneida","3","Central New York Regional Office","Rome Memorial Hospital, Inc","589","3201002H","Rome Memorial Hospital, Inc","1500 North James Street",,"Rome","New York","13440",,,,,"New York",,"Not for Profit Corporation","43.333903","-75.751011","(43.333903, -75.751011)"
"12979","Platinum Home Health Care Inc.","LHCSA","Licensed Home Care Services Agency","01/15/2009","170 53rd Street",,"Brooklyn","New York","11232","7186160800","7182288051",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1594L001","Platinum Home Health Care Inc.","170 53rd Street",,"Brooklyn","New York","11232",,,,,"New York",,"Business Corporation","40.647479","-74.019539","(40.647479, -74.019539)"
"9794","Cayuga Endoscopy Center","HOSP-EC","Hospital Extension Clinic","04/03/2015","2435 N. Triphammer Road",,"Ithaca","New York","14850",,,,"54","Tompkins","3","Central New York Regional Office","Cayuga Medical Center at Ithaca","977","5401001H","Cayuga Medical Center at Ithaca, Inc","1285 Trumansburg Road",,"Ithaca","New York","14850","Cayuga Health System, Inc.","101 Dates Drive",,"Ithaca","New York","14850","Not for Profit Corporation","42.491094","-76.489094","(42.491094, -76.489094)"
"532","Planned Parenthood Hempstead Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","09/27/1979","540 Fulton Avenue",,"Hempstead","New York","11550","5167502502","5164833556",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","Planned Parenthood Joan Malin Brooklyn Health Center","1332","7002273R","Planned Parenthood of Greater New York, Inc.","26 Bleeker Street",,"New York","New York","10012",,,,,"New York",,"Not for Profit Corporation","40.710575","-73.613045","(40.710575, -73.613045)"
"6581","Women's Health Center Ext Clinic","HOSP-EC","Hospital Extension Clinic","06/30/2003","110-112 Wyckoff Avenue",,"Brooklyn","New York","11237","7189637224",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Wyckoff Heights Medical Center","1318","7001035H","Wyckoff Heights Medical Center","374 Stockholm St",,"Brooklyn","New York","11237",,,,,"New York",,"Not for Profit Corporation","40.703762","-73.918465","(40.703762, -73.918465)"
"15142","Atria on the Hudson","EHP","Enriched Housing Program","04/14/2011","321 North Highland Avenue",,"Ossining","New York","10562","9147621980","9147623501",,"59","Westchester","5","Metropolitan Area Regional Office - New York City",,,"800-S-147","ATR New York LH, Inc.","500 N. Hurstbourne Parkway","Suite 200","Louisville","New York","40222",,,,,"New York",,"Business Corporation","41.178938","-73.870363","(41.178938, -73.870363)"
"10119","Dundee Dental Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","02/15/2018","6 Stoll Street",,"Dundee","New York","14837",,,,"61","Yates","2","Western Regional Office - Rochester","FInger Lakes Community Health, Inc.","6683","5861200R","Finger Lakes Community Health, Inc.","165 Main Street, P.O. Box 423",,"Penn Yan","New York","14527",,,,,"New York",,"Not for Profit Corporation","42.524889","-76.97781","(42.524889, -76.97781)"
"1354","Indian Lake Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","09/01/1981","6356 NYS Route 30",,"Indian Lake","New York","12842-2021","5186232844",,,"20","Hamilton","4","Capital District Regional Office","Warrensburg Health Center","1326","5660200R","Hudson Headwaters Health Network Inc","Po Box 222",,"North Creek","New York","12853",,,,,"New York",,"Not for Profit Corporation","43.783006","-74.271859","(43.783006, -74.271859)"
"8604","NYP/Queens Eye Care Center","HOSP-EC","Hospital Extension Clinic","06/30/2008","174-15 Horace Harding Expressway, Ground Floor",,"Fresh Meadows","New York","11365","7186618800",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","NewYork-Presbyterian/Queens","1637","7003010H","NewYork-Presbyterian/Queens","56-36 Main Street",,"Flushing","New York","11355","NYP Community Programs, Inc.","525 East 68th Street Box 88",,"New York","New York","10065","Not for Profit Corporation","40.73914","-73.794952","(40.73914, -73.794952)"
"6553","St Peters Hospital-SPARC","HOSP-EC","Hospital Extension Clinic","09/26/2003","125 High Rock Road",,"Saratoga Springs","New York","12866","5188856884",,,"45","Saratoga","4","Capital District Regional Office","St. Peter's Hospital","5","0101004H","St Peters Hospital Inc","315 South Manning Blvd",,"Albany","New York","12208","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","43.087032","-73.77964","(43.087032, -73.77964)"
"13742","Aftercare Nursing Services, Inc.","LHCSA","Licensed Home Care Services Agency","07/08/1997","411 West 3rd Street","Suite 1","Jamestown","New York","14701","7164872273","7164849584","aftercare1.com","6","Chautauqua","1","Western Regional Office - Buffalo",,,"9058L002","Aftercare Nursing Services, Inc.","5400 Broadway",,"Lancaster","New York","14086",,,,,"New York",,"Business Corporation","42.095112","-79.246781","(42.095112, -79.246781)"
"9257","U.S. Renal Care Cheektowaga Dialysis Center","DTC","Diagnostic and Treatment Center","12/16/2011","2875 Union Road",,"Cheektowaga","New York","14227","7166840276",,,"14","Erie","1","Western Regional Office - Buffalo",,,"1455203R","USRC Cheektowaga Inc","2400 Dallas Parkway","Suite 350","Plano","New York","75093",,,,,"New York",,"LLC","42.890629","-78.754417","(42.890629, -78.754417)"
"12631","Depaul Home Care","LHCSA","Licensed Home Care Services Agency","01/29/2009","3132 State Route 21 S.",,"Canandaigua","New York","14424","5854268000",,"www.depaul.com","34","Ontario","2","Western Regional Office - Rochester",,,"0785L002","DePaul Adult Care Communities, Inc.","1931 Buffalo Road",,"Rochester","New York","14624-1535",,,,,"New York",,"Not for Profit Corporation","42.875052","-77.305022","(42.875052, -77.305022)"
"10238","Housing Works Health Services III","DTC-EC","Diagnostic and Treatment Center Extension Clinic","01/03/2019","301 West 37th Street, 4th floor",,"New York","New York","10018","3474737416",,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Housing Works East New York","7520","7001281R","Housing Works Health Services III, Inc.","2640 Pitkin Avenue",,"Brooklyn","New York","11208",,,,,"New York",,"Not for Profit Corporation","40.754327","-73.992429","(40.754327, -73.992429)"
"843","Baptist Health Nursing and Rehabilitation Center","NH","Residential Health Care Facility - SNF","01/01/1901","297 North Ballston Avenue",,"Scotia","New York","12302","5183704700","5183705048",,"46","Schenectady","4","Capital District Regional Office",,,"4620300N","Baptist Health Nursing and Rehabilitation Center, Inc","297 North Ballston Avenue",,"Scotia","New York","12302",,,,,"New York",,"Not for Profit Corporation","42.836292","-73.954361","(42.836292, -73.954361)"
"15491","Malone Medical Practice",,"Primary Care Hospital - Critical Access Hospital Extension Clinic","10/01/2023","5 Clay Street",,"Malone","New York","12953",,,,"16","Franklin","4","Capital District Regional Office","The University of Vermont Health Network - Alice Hyde Medical Center","15485","1624700C","Alice Hyde Medical Center","115 Park St",,"Malone","New York","12953","The University of Vermont Health Network, Inc.","111 Colchester Avenue",,"Burlington","New York","05401","Not for Profit Corporation","44.84874","-74.28801","(44.84874, -74.28801)"
"13332","Privatus Care Solutions, Inc.","LHCSA","Licensed Home Care Services Agency","10/08/2014","767 Third Avenue","Suite 3202","New York","New York","10017","8444132284","2125640305",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"2142L001","Privatus Care Solutions, Inc.","767 Third Avenue","Suite 3202","New York","New York","10017",,,,,"New York",,"Business Corporation","40.75433","-73.97163","(40.75433, -73.97163)"
"1816","Visiting Nurse Service of NY Home Care/ VNS Health Home Care","CHHA","Certified Home Health Agency","01/15/2002","220 E 42nd Street, 6th Floor",,"New York","New York","10017","2126097300","2122900751",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"7002655","Visiting Nurse Service of New York Home Care II","220 E 42nd Street",,"New York","New York","10017",,,,,"New York",,"Not for Profit Corporation","40.749766","-73.973186","(40.749766, -73.973186)"
"13519","Acute Care Experts Of New York Inc.","LHCSA","Licensed Home Care Services Agency","04/29/2016","410 East Jericho Turnpike",,"Mineola","New York","11501","6312369600","7185311028",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"2474L001","Acute Care Experts Of New York Inc.","410 East Jericho Turnpike",,"Mineola","New York","11501",,,,,"New York",,"Business Corporation","40.756434","-73.622013","(40.756434, -73.622013)"
"5643","Rochester Hearing and Speech Center - Greece Office","DTC-EC","Diagnostic and Treatment Center Extension Clinic","03/06/1995","3199 Ridge Road",,"Rochester","New York","14626","5857232140","5857233557",,"27","Monroe","2","Western Regional Office - Rochester","Hearing and Speech Center of Rochester Inc","419","2701207R","Hearing and Speech Center of Rochester Inc","1000 Elmwood Avenue",,"Rochester","New York","14620",,,,,"New York",,"Not for Profit Corporation","43.211449","-77.71431","(43.211449, -77.71431)"
"4759","Dunkirk Extension Clinic","DTC-EC","Diagnostic and Treatment Center Extension Clinic","06/28/1993","186 Lakeshore Drive West",,"Dunkirk","New York","14048","7164832344",,,"6","Chautauqua","1","Western Regional Office - Buffalo","NYSARC, Inc","4086","0602201R","NYSARC, Inc","75 Jones And Gifford Avenue",,"Jamestown","New York","14701",,,,,"New York",,"Not for Profit Corporation","42.485615","-79.346649","(42.485615, -79.346649)"
"13241","Long Island Living Center","LHCSA","Licensed Home Care Services Agency","04/25/2012","431 Beach 20th Street",,"Far Rockaway","New York","11691","7183272700","7183272223",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"2004L001","Long Island Living Center, Llc","431 Beach 20th Street",,"Far Rockaway","New York","11691",,,,,"New York",,"LLC","40.599232","-73.754799","(40.599232, -73.754799)"
"12782","Accredo","LHCSA","Licensed Home Care Services Agency","10/18/2005","125 Clearbrook Road","Suite 122","Elmsford","New York","10523","9145920333","9145920833",,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle",,,"1155L001","Ahg Of New York, Inc.","125 Clearbrook Road","Suite 122","Elmsford","New York","10523",,,,,"New York",,"Business Corporation","41.074708","-73.815189","(41.074708, -73.815189)"
"7604","Queensbridge Family Health Center","HOSP-EC","Hospital Extension Clinic","05/28/1998","10-29 41st Avenue",,"Long Island City","New York","11101",,,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Wyckoff Heights Medical Center","1318","7001035H","Wyckoff Heights Medical Center","374 Stockholm St",,"Brooklyn","New York","11237",,,,,"New York",,"Not for Profit Corporation","40.756073","-73.946342","(40.756073, -73.946342)"
"6012","HCR / HCR Home Care","LTHHCP","Long Term Home Health Care Program","06/12/1996","297 Main Street","Suite 4","Oneonta","New York","13820","5182547092","5188234006",,"38","Otsego","4","Capital District Regional Office",,,"1257902L","L. Woerner, Inc.","85 Metro Park",,"Rochester","New York","14623",,,,,"New York",,"Business Corporation","42.45564","-75.059975","(42.45564, -75.059975)"
